name,location,type,rank,rating,feesPerYear,description,website,phone,email,established,courses
Udupi Medical College 1088,Udupi,Medical,111,4.7,818471,"Medical college in Udupi, Karnataka",https://udupimedicalcollege1088.edu.in,,info@udupimedicalcollege1088.edu.in,1950,MBBS|MD|MS|BDS
Belagavi PU College 1089,Belagavi,PU,217,4.1,1160439,"PU college in Belagavi, Karnataka",https://belagavipucollege1089.edu.in,,info@belagavipucollege1089.edu.in,1976,PUC Science|Commerce|Arts
Raichur Degree College 1090,Raichur,Degree,448,4.4,915218,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1090.edu.in,,info@raichurdegreecollege1090.edu.in,1956,BA|BSc|BCom|BBA|BCA
Dakshina Kannada Degree College 1091,Dakshina Kannada,Degree,419,4.5,64588,"Degree college in Dakshina Kannada, Karnataka",https://dakshinakannadadegreecollege1091.edu.in,,info@dakshinakannadadegreecollege1091.edu.in,2022,BA|BSc|BCom|BBA|BCA
Mandya Degree College 1092,Mandya,Degree,319,3.9,225118,"Degree college in Mandya, Karnataka",https://mandyadegreecollege1092.edu.in,,info@mandyadegreecollege1092.edu.in,1954,BA|BSc|BCom|BBA|BCA
Chikkamagaluru PU College 1093,Chikkamagaluru,PU,191,3.5,338727,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1093.edu.in,,info@chikkamagalurupucollege1093.edu.in,1955,PUC Science|Commerce|Arts
Mandya Engineering College 1094,Mandya,Engineering,410,4.7,186155,"Engineering college in Mandya, Karnataka",https://mandyaengineeringcollege1094.edu.in,,info@mandyaengineeringcollege1094.edu.in,1984,CSE|ECE|ME|Civil|AI|DS
Shivamogga PU College 1095,Shivamogga,PU,19,3.5,1478276,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1095.edu.in,,info@shivamoggapucollege1095.edu.in,1985,PUC Science|Commerce|Arts
Kalaburagi Medical College 1096,Kalaburagi,Medical,89,4.3,474783,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege1096.edu.in,,info@kalaburagimedicalcollege1096.edu.in,1969,MBBS|MD|MS|BDS
Bidar Degree College 1097,Bidar,Degree,362,4.3,1175614,"Degree college in Bidar, Karnataka",https://bidardegreecollege1097.edu.in,,info@bidardegreecollege1097.edu.in,1994,BA|BSc|BCom|BBA|BCA
Shivamogga PU College 1098,Shivamogga,PU,241,4.4,1121840,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1098.edu.in,,info@shivamoggapucollege1098.edu.in,2004,PUC Science|Commerce|Arts
Tumakuru PU College 1099,Tumakuru,PU,82,4.3,187499,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1099.edu.in,,info@tumakurupucollege1099.edu.in,1951,PUC Science|Commerce|Arts
Hassan Medical College 1100,Hassan,Medical,464,4.1,564448,"Medical college in Hassan, Karnataka",https://hassanmedicalcollege1100.edu.in,,info@hassanmedicalcollege1100.edu.in,1995,MBBS|MD|MS|BDS
Bengaluru Rural Engineering College 1101,Bengaluru Rural,Engineering,480,4.1,479089,"Engineering college in Bengaluru Rural, Karnataka",https://bengalurururalengineeringcollege1101.edu.in,,info@bengalurururalengineeringcollege1101.edu.in,2003,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru Degree College 1102,Chikkamagaluru,Degree,424,4.9,832648,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1102.edu.in,,info@chikkamagalurudegreecollege1102.edu.in,1963,BA|BSc|BCom|BBA|BCA
Chitradurga Engineering College 1103,Chitradurga,Engineering,323,4.7,992734,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege1103.edu.in,,info@chitradurgaengineeringcollege1103.edu.in,1976,CSE|ECE|ME|Civil|AI|DS
Chitradurga PU College 1104,Chitradurga,PU,348,4.3,68296,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege1104.edu.in,,info@chitradurgapucollege1104.edu.in,1981,PUC Science|Commerce|Arts
Belagavi Engineering College 1105,Belagavi,Engineering,182,3.7,1147676,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege1105.edu.in,,info@belagaviengineeringcollege1105.edu.in,1982,CSE|ECE|ME|Civil|AI|DS
Kalaburagi Degree College 1106,Kalaburagi,Degree,106,3.9,567794,"Degree college in Kalaburagi, Karnataka",https://kalaburagidegreecollege1106.edu.in,,info@kalaburagidegreecollege1106.edu.in,1993,BA|BSc|BCom|BBA|BCA
Mysuru Engineering College 1107,Mysuru,Engineering,474,4.4,1480372,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1107.edu.in,,info@mysuruengineeringcollege1107.edu.in,1955,CSE|ECE|ME|Civil|AI|DS
Shivamogga Medical College 1108,Shivamogga,Medical,423,4.6,246640,"Medical college in Shivamogga, Karnataka",https://shivamoggamedicalcollege1108.edu.in,,info@shivamoggamedicalcollege1108.edu.in,2005,MBBS|MD|MS|BDS
Mysuru Engineering College 1109,Mysuru,Engineering,309,4.3,1462396,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1109.edu.in,,info@mysuruengineeringcollege1109.edu.in,2000,CSE|ECE|ME|Civil|AI|DS
Ballari PU College 1110,Ballari,PU,221,4.4,1044632,"PU college in Ballari, Karnataka",https://ballaripucollege1110.edu.in,,info@ballaripucollege1110.edu.in,2000,PUC Science|Commerce|Arts
Mysuru Engineering College 1111,Mysuru,Engineering,300,3.5,835453,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1111.edu.in,,info@mysuruengineeringcollege1111.edu.in,2009,CSE|ECE|ME|Civil|AI|DS
Mandya Medical College 1112,Mandya,Medical,315,3.6,127785,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1112.edu.in,,info@mandyamedicalcollege1112.edu.in,1992,MBBS|MD|MS|BDS
Bidar PU College 1113,Bidar,PU,299,4.4,869412,"PU college in Bidar, Karnataka",https://bidarpucollege1113.edu.in,,info@bidarpucollege1113.edu.in,1959,PUC Science|Commerce|Arts
Tumakuru Degree College 1114,Tumakuru,Degree,303,4.6,1300409,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege1114.edu.in,,info@tumakurudegreecollege1114.edu.in,1971,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Engineering College 1115,Bengaluru Urban,Engineering,153,4.6,649051,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege1115.edu.in,,info@bengaluruurbanengineeringcollege1115.edu.in,2014,CSE|ECE|ME|Civil|AI|DS
Davangere Degree College 1116,Davangere,Degree,418,4.0,1410969,"Degree college in Davangere, Karnataka",https://davangeredegreecollege1116.edu.in,,info@davangeredegreecollege1116.edu.in,1962,BA|BSc|BCom|BBA|BCA
Mandya PU College 1117,Mandya,PU,81,3.5,406863,"PU college in Mandya, Karnataka",https://mandyapucollege1117.edu.in,,info@mandyapucollege1117.edu.in,2021,PUC Science|Commerce|Arts
Mandya Medical College 1118,Mandya,Medical,350,3.7,581887,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1118.edu.in,,info@mandyamedicalcollege1118.edu.in,1995,MBBS|MD|MS|BDS
Kalaburagi Medical College 1119,Kalaburagi,Medical,125,4.6,1150663,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege1119.edu.in,,info@kalaburagimedicalcollege1119.edu.in,1959,MBBS|MD|MS|BDS
Davangere Medical College 1120,Davangere,Medical,326,4.5,1125755,"Medical college in Davangere, Karnataka",https://davangeremedicalcollege1120.edu.in,,info@davangeremedicalcollege1120.edu.in,1962,MBBS|MD|MS|BDS
Belagavi PU College 1121,Belagavi,PU,394,3.6,1237364,"PU college in Belagavi, Karnataka",https://belagavipucollege1121.edu.in,,info@belagavipucollege1121.edu.in,2014,PUC Science|Commerce|Arts
Hassan Engineering College 1122,Hassan,Engineering,188,3.8,817031,"Engineering college in Hassan, Karnataka",https://hassanengineeringcollege1122.edu.in,,info@hassanengineeringcollege1122.edu.in,2014,CSE|ECE|ME|Civil|AI|DS
Kalaburagi PU College 1123,Kalaburagi,PU,454,4.2,312883,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1123.edu.in,,info@kalaburagipucollege1123.edu.in,2006,PUC Science|Commerce|Arts
Dakshina Kannada PU College 1124,Dakshina Kannada,PU,171,4.3,1407094,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege1124.edu.in,,info@dakshinakannadapucollege1124.edu.in,1956,PUC Science|Commerce|Arts
Dharwad Engineering College 1125,Dharwad,Engineering,29,4.1,697702,"Engineering college in Dharwad, Karnataka",https://dharwadengineeringcollege1125.edu.in,,info@dharwadengineeringcollege1125.edu.in,1954,CSE|ECE|ME|Civil|AI|DS
Mandya Medical College 1126,Mandya,Medical,104,4.7,906147,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1126.edu.in,,info@mandyamedicalcollege1126.edu.in,2009,MBBS|MD|MS|BDS
Shivamogga Degree College 1127,Shivamogga,Degree,394,4.8,924957,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege1127.edu.in,,info@shivamoggadegreecollege1127.edu.in,1986,BA|BSc|BCom|BBA|BCA
Dakshina Kannada PU College 1128,Dakshina Kannada,PU,75,4.5,185720,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege1128.edu.in,,info@dakshinakannadapucollege1128.edu.in,1954,PUC Science|Commerce|Arts
Dharwad Engineering College 1129,Dharwad,Engineering,184,3.9,656894,"Engineering college in Dharwad, Karnataka",https://dharwadengineeringcollege1129.edu.in,,info@dharwadengineeringcollege1129.edu.in,1975,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada PU College 1130,Dakshina Kannada,PU,203,4.7,1049612,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege1130.edu.in,,info@dakshinakannadapucollege1130.edu.in,1989,PUC Science|Commerce|Arts
Davangere Medical College 1131,Davangere,Medical,195,4.3,354631,"Medical college in Davangere, Karnataka",https://davangeremedicalcollege1131.edu.in,,info@davangeremedicalcollege1131.edu.in,1954,MBBS|MD|MS|BDS
Davangere PU College 1132,Davangere,PU,468,4.3,673128,"PU college in Davangere, Karnataka",https://davangerepucollege1132.edu.in,,info@davangerepucollege1132.edu.in,1956,PUC Science|Commerce|Arts
Mysuru Engineering College 1133,Mysuru,Engineering,53,4.6,1351733,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1133.edu.in,,info@mysuruengineeringcollege1133.edu.in,2021,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru Medical College 1134,Chikkamagaluru,Medical,398,4.2,1134487,"Medical college in Chikkamagaluru, Karnataka",https://chikkamagalurumedicalcollege1134.edu.in,,info@chikkamagalurumedicalcollege1134.edu.in,1987,MBBS|MD|MS|BDS
Mandya Medical College 1135,Mandya,Medical,474,4.5,231543,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1135.edu.in,,info@mandyamedicalcollege1135.edu.in,2001,MBBS|MD|MS|BDS
Bengaluru Urban PU College 1136,Bengaluru Urban,PU,389,4.2,422286,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege1136.edu.in,,info@bengaluruurbanpucollege1136.edu.in,2011,PUC Science|Commerce|Arts
Shivamogga PU College 1137,Shivamogga,PU,110,3.8,924259,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1137.edu.in,,info@shivamoggapucollege1137.edu.in,1995,PUC Science|Commerce|Arts
Dakshina Kannada Medical College 1138,Dakshina Kannada,Medical,428,4.0,736854,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege1138.edu.in,,info@dakshinakannadamedicalcollege1138.edu.in,1966,MBBS|MD|MS|BDS
Bengaluru Urban PU College 1139,Bengaluru Urban,PU,443,3.7,551385,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege1139.edu.in,,info@bengaluruurbanpucollege1139.edu.in,2014,PUC Science|Commerce|Arts
Bengaluru Rural Medical College 1140,Bengaluru Rural,Medical,250,4.3,935247,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege1140.edu.in,,info@bengalurururalmedicalcollege1140.edu.in,1975,MBBS|MD|MS|BDS
Udupi Degree College 1141,Udupi,Degree,322,4.5,1333185,"Degree college in Udupi, Karnataka",https://udupidegreecollege1141.edu.in,,info@udupidegreecollege1141.edu.in,1965,BA|BSc|BCom|BBA|BCA
Davangere Medical College 1142,Davangere,Medical,465,4.8,1095009,"Medical college in Davangere, Karnataka",https://davangeremedicalcollege1142.edu.in,,info@davangeremedicalcollege1142.edu.in,1952,MBBS|MD|MS|BDS
Koppal Degree College 1143,Koppal,Degree,413,3.7,490605,"Degree college in Koppal, Karnataka",https://koppaldegreecollege1143.edu.in,,info@koppaldegreecollege1143.edu.in,1955,BA|BSc|BCom|BBA|BCA
Ballari Degree College 1144,Ballari,Degree,234,4.9,594891,"Degree college in Ballari, Karnataka",https://ballaridegreecollege1144.edu.in,,info@ballaridegreecollege1144.edu.in,1952,BA|BSc|BCom|BBA|BCA
Chitradurga Degree College 1145,Chitradurga,Degree,195,3.6,1100479,"Degree college in Chitradurga, Karnataka",https://chitradurgadegreecollege1145.edu.in,,info@chitradurgadegreecollege1145.edu.in,2002,BA|BSc|BCom|BBA|BCA
Shivamogga PU College 1146,Shivamogga,PU,155,4.6,643250,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1146.edu.in,,info@shivamoggapucollege1146.edu.in,2019,PUC Science|Commerce|Arts
Davangere PU College 1147,Davangere,PU,43,4.0,519813,"PU college in Davangere, Karnataka",https://davangerepucollege1147.edu.in,,info@davangerepucollege1147.edu.in,1976,PUC Science|Commerce|Arts
Bengaluru Rural PU College 1148,Bengaluru Rural,PU,132,4.4,1183702,"PU college in Bengaluru Rural, Karnataka",https://bengalurururalpucollege1148.edu.in,,info@bengalurururalpucollege1148.edu.in,2014,PUC Science|Commerce|Arts
Koppal Medical College 1149,Koppal,Medical,258,3.5,906777,"Medical college in Koppal, Karnataka",https://koppalmedicalcollege1149.edu.in,,info@koppalmedicalcollege1149.edu.in,1973,MBBS|MD|MS|BDS
Udupi Engineering College 1150,Udupi,Engineering,125,3.5,1363224,"Engineering college in Udupi, Karnataka",https://udupiengineeringcollege1150.edu.in,,info@udupiengineeringcollege1150.edu.in,2003,CSE|ECE|ME|Civil|AI|DS
Mysuru Degree College 1151,Mysuru,Degree,255,3.6,1304127,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege1151.edu.in,,info@mysurudegreecollege1151.edu.in,1957,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Engineering College 1152,Chikkamagaluru,Engineering,77,4.0,489834,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1152.edu.in,,info@chikkamagaluruengineeringcollege1152.edu.in,2002,CSE|ECE|ME|Civil|AI|DS
Belagavi Medical College 1153,Belagavi,Medical,475,4.3,762885,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege1153.edu.in,,info@belagavimedicalcollege1153.edu.in,2005,MBBS|MD|MS|BDS
Raichur Medical College 1154,Raichur,Medical,434,4.6,1344747,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege1154.edu.in,,info@raichurmedicalcollege1154.edu.in,1986,MBBS|MD|MS|BDS
Hassan Degree College 1155,Hassan,Degree,271,4.6,948451,"Degree college in Hassan, Karnataka",https://hassandegreecollege1155.edu.in,,info@hassandegreecollege1155.edu.in,2008,BA|BSc|BCom|BBA|BCA
Chitradurga Engineering College 1156,Chitradurga,Engineering,316,4.9,1125858,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege1156.edu.in,,info@chitradurgaengineeringcollege1156.edu.in,1957,CSE|ECE|ME|Civil|AI|DS
Shivamogga PU College 1157,Shivamogga,PU,219,4.2,230413,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1157.edu.in,,info@shivamoggapucollege1157.edu.in,2011,PUC Science|Commerce|Arts
Mandya Engineering College 1158,Mandya,Engineering,396,3.6,505948,"Engineering college in Mandya, Karnataka",https://mandyaengineeringcollege1158.edu.in,,info@mandyaengineeringcollege1158.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Dharwad Medical College 1159,Dharwad,Medical,143,4.3,138119,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege1159.edu.in,,info@dharwadmedicalcollege1159.edu.in,1960,MBBS|MD|MS|BDS
Davangere Medical College 1160,Davangere,Medical,209,4.7,1170755,"Medical college in Davangere, Karnataka",https://davangeremedicalcollege1160.edu.in,,info@davangeremedicalcollege1160.edu.in,1994,MBBS|MD|MS|BDS
Dakshina Kannada Engineering College 1161,Dakshina Kannada,Engineering,242,3.9,1090777,"Engineering college in Dakshina Kannada, Karnataka",https://dakshinakannadaengineeringcollege1161.edu.in,,info@dakshinakannadaengineeringcollege1161.edu.in,1961,CSE|ECE|ME|Civil|AI|DS
Kalaburagi PU College 1162,Kalaburagi,PU,31,4.5,1204682,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1162.edu.in,,info@kalaburagipucollege1162.edu.in,2013,PUC Science|Commerce|Arts
Chikkamagaluru Engineering College 1163,Chikkamagaluru,Engineering,397,4.9,1120656,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1163.edu.in,,info@chikkamagaluruengineeringcollege1163.edu.in,2017,CSE|ECE|ME|Civil|AI|DS
Raichur Degree College 1164,Raichur,Degree,479,3.6,1250686,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1164.edu.in,,info@raichurdegreecollege1164.edu.in,1961,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Engineering College 1165,Chikkamagaluru,Engineering,495,4.5,344792,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1165.edu.in,,info@chikkamagaluruengineeringcollege1165.edu.in,2002,CSE|ECE|ME|Civil|AI|DS
Mysuru Degree College 1166,Mysuru,Degree,384,4.1,600132,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege1166.edu.in,,info@mysurudegreecollege1166.edu.in,2017,BA|BSc|BCom|BBA|BCA
Chitradurga Degree College 1167,Chitradurga,Degree,52,4.0,840230,"Degree college in Chitradurga, Karnataka",https://chitradurgadegreecollege1167.edu.in,,info@chitradurgadegreecollege1167.edu.in,2011,BA|BSc|BCom|BBA|BCA
Bengaluru Urban PU College 1168,Bengaluru Urban,PU,34,4.0,1228677,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege1168.edu.in,,info@bengaluruurbanpucollege1168.edu.in,1968,PUC Science|Commerce|Arts
Tumakuru Medical College 1169,Tumakuru,Medical,411,4.7,71558,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege1169.edu.in,,info@tumakurumedicalcollege1169.edu.in,1975,MBBS|MD|MS|BDS
Davangere PU College 1170,Davangere,PU,104,4.8,608705,"PU college in Davangere, Karnataka",https://davangerepucollege1170.edu.in,,info@davangerepucollege1170.edu.in,2019,PUC Science|Commerce|Arts
Belagavi Degree College 1171,Belagavi,Degree,123,3.9,1421003,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1171.edu.in,,info@belagavidegreecollege1171.edu.in,1982,BA|BSc|BCom|BBA|BCA
Bidar Degree College 1172,Bidar,Degree,348,4.9,959404,"Degree college in Bidar, Karnataka",https://bidardegreecollege1172.edu.in,,info@bidardegreecollege1172.edu.in,2003,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Engineering College 1173,Bengaluru Urban,Engineering,214,3.6,1315321,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege1173.edu.in,,info@bengaluruurbanengineeringcollege1173.edu.in,1989,CSE|ECE|ME|Civil|AI|DS
Ballari PU College 1174,Ballari,PU,135,3.7,1353256,"PU college in Ballari, Karnataka",https://ballaripucollege1174.edu.in,,info@ballaripucollege1174.edu.in,1985,PUC Science|Commerce|Arts
Tumakuru Degree College 1175,Tumakuru,Degree,169,4.1,908163,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege1175.edu.in,,info@tumakurudegreecollege1175.edu.in,1958,BA|BSc|BCom|BBA|BCA
Belagavi Medical College 1176,Belagavi,Medical,346,3.7,133802,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege1176.edu.in,,info@belagavimedicalcollege1176.edu.in,1978,MBBS|MD|MS|BDS
